candidate_id,ticker,company_name,category,likely_event_year,source_hint,source_url_if_known,edgar_query,confidence_level,priority,verification_status,reason_for_inclusion,fields_needed_for_partial,notes
CAND-0233-COMPLETED_DEAL-CNMD,CNMD,CONMED Corporation,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=CNMD+%22CONMED+Corporation%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CNMD appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0234-COMPLETED_DEAL-COLL,COLL,"Collegium Pharmaceutical, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=COLL+%22Collegium+Pharmaceutical%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"COLL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0235-COMPLETED_DEAL-DNLI,DNLI,Denali Therapeutics Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=DNLI+%22Denali+Therapeutics+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"DNLI appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0236-COMPLETED_DEAL-EXEL,EXEL,"Exelixis, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=EXEL+%22Exelixis%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"EXEL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0237-COMPLETED_DEAL-FHTX,FHTX,Foghorn Therapeutics Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=FHTX+%22Foghorn+Therapeutics+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"FHTX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0238-COMPLETED_DEAL-GLPG,GLPG,Galapagos N.V.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=GLPG+%22Galapagos+N.V.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"GLPG appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0239-COMPLETED_DEAL-OCUL,OCUL,"Ocular Therapeutix, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=OCUL+%22Ocular+Therapeutix%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"OCUL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0240-COMPLETED_DEAL-PCRX,PCRX,"Pacira BioSciences, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=PCRX+%22Pacira+BioSciences%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"PCRX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0241-COMPLETED_DEAL-RARE,RARE,Ultragenyx Pharmaceutical Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=RARE+%22Ultragenyx+Pharmaceutical+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"RARE appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0242-COMPLETED_DEAL-MIRM,MIRM,"Mirum Pharmaceuticals, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=MIRM+%22Mirum+Pharmaceuticals%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"MIRM appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0243-COMPLETED_DEAL-KMPH,KMPH,"KemPharm, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=KMPH+%22KemPharm%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"KMPH appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0244-COMPLETED_DEAL-FULC,FULC,"Fulcrum Therapeutics, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=FULC+%22Fulcrum+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"FULC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0245-COMPLETED_DEAL-LENZ,LENZ,"LENZ Therapeutics, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=LENZ+%22LENZ+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"LENZ appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0246-COMPLETED_DEAL-QURE,QURE,uniQure N.V.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=QURE+%22uniQure+N.V.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"QURE appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0247-COMPLETED_DEAL-BPMC,BPMC,Blueprint Medicines Corporation,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=BPMC+%22Blueprint+Medicines+Corporation%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"BPMC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0248-COMPLETED_DEAL-SMMT,SMMT,Summit Therapeutics Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=SMMT+%22Summit+Therapeutics+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"SMMT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0249-COMPLETED_DEAL-AHCO,AHCO,AdaptHealth Corp.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=AHCO+%22AdaptHealth+Corp.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"AHCO appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0250-COMPLETED_DEAL-CELC,CELC,Celcuity Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=CELC+%22Celcuity+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CELC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0251-COMPLETED_DEAL-ACCD,ACCD,"Accolade, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ACCD+%22Accolade%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ACCD appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0252-COMPLETED_DEAL-ADUS,ADUS,Addus HomeCare Corporation,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ADUS+%22Addus+HomeCare+Corporation%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ADUS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0253-COMPLETED_DEAL-TARS,TARS,"Tarsus Pharmaceuticals, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=TARS+%22Tarsus+Pharmaceuticals%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"TARS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0254-COMPLETED_DEAL-ITCI,ITCI,"Intra-Cellular Therapies, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ITCI+%22Intra-Cellular+Therapies%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ITCI appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0255-COMPLETED_DEAL-ATRC,ATRC,"AtriCure, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ATRC+%22AtriCure%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ATRC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0256-COMPLETED_DEAL-CRSP,CRSP,CRISPR Therapeutics AG,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=CRSP+%22CRISPR+Therapeutics+AG%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CRSP appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0257-COMPLETED_DEAL-BEAM,BEAM,Beam Therapeutics Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=BEAM+%22Beam+Therapeutics+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"BEAM appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0258-COMPLETED_DEAL-VERV,VERV,"Verve Therapeutics, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=VERV+%22Verve+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"VERV appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0259-COMPLETED_DEAL-ABCL,ABCL,AbCellera Biologics Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ABCL+%22AbCellera+Biologics+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ABCL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0260-COMPLETED_DEAL-ACAD,ACAD,ACADIA Pharmaceuticals Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ACAD+%22ACADIA+Pharmaceuticals+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ACAD appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0261-COMPLETED_DEAL-ADPT,ADPT,Adaptive Biotechnologies Corporation,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ADPT+%22Adaptive+Biotechnologies+Corporation%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ADPT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0262-COMPLETED_DEAL-ALLO,ALLO,"Allogene Therapeutics, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ALLO+%22Allogene+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ALLO appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0263-COMPLETED_DEAL-ALPN,ALPN,"Alpine Immune Sciences, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ALPN+%22Alpine+Immune+Sciences%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ALPN appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0264-COMPLETED_DEAL-ANAB,ANAB,"AnaptysBio, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ANAB+%22AnaptysBio%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ANAB appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0265-COMPLETED_DEAL-ARQT,ARQT,"Arcutis Biotherapeutics, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=ARQT+%22Arcutis+Biotherapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ARQT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
